,InvoiceNo
576605,13
560535,13
560103,13
543822,13
551687,13
573163,13
555734,13
563508,13
581574,13
575218,13
557871,13
566300,13
552245,13
569343,13
556181,13
575154,13
573894,13
560356,13
545665,13
557803,13
580362,13
554090,13
539201,13
579807,13
540017,13
554074,13
561529,13
578470,13
574702,13
563217,13
544169,13
559751,13
580515,13
575849,13
581013,13
540387,13
551813,13
557861,13
552708,13
572236,13
536525,13
574280,13
572131,13
578087,13
573899,13
575066,13
555741,13
559469,13
543274,13
563227,13
552712,13
547819,13
546248,13
537650,13
569731,13
546324,13
565463,13
538106,13
561288,13
572195,13
556641,13
571309,13
571426,13
544642,13
553858,13
547708,13
556767,13
548468,13
574154,13
580555,13
559471,13
540824,13
555554,13
540257,13
556808,13
580441,13
557150,13
553754,13
549125,13
539733,13
579740,13
570881,13
559358,13
555546,13
553037,13
567302,13
567826,13
566987,13
558869,13
548012,13
552057,13
578469,13
544399,13
552260,13
564337,13
547716,13
540940,13
537915,13
577856,13
561097,13
C580954,13
552311,13
563168,13
C576561,13
562137,13
546531,13
538014,13
563166,13
569060,13
539214,13
538169,13
577357,13
566426,13
552170,13
558555,13
573142,13
578108,13
544306,13
555164,13
569571,13
563264,13
565214,13
562002,13
567310,13
580630,13
552533,13
569867,13
543544,13
569263,13
556959,13
581019,13
546949,13
581570,13
550938,13
566724,13
561470,13
560202,13
554668,13
558639,13
559715,13
542899,13
545149,13
543125,13
553383,13
576863,13
569365,13
555859,13
575686,13
536957,13
548631,13
552252,13
537179,13
549055,13
543462,13
565409,13
C569994,13
569577,13
568874,13
572133,13
559359,13
550942,13
556751,13
554545,13
572752,13
558338,13
574060,13
536707,13
547796,13
553886,13
568872,13
559951,13
536746,13
538515,13
C552556,13
572834,13
576638,13
562567,13
567619,13
552270,13
567851,13
555470,13
545057,13
579156,13
555543,13
564195,13
559327,13
C558716,13
540460,13
540040,13
564495,13
579300,13
558485,13
557757,13
547914,13
547428,13
568727,13
556480,13
554507,13
576089,13
579153,13
569676,13
561390,13
571831,13
571443,13
566189,13
560089,13
559368,13
537239,13
576555,13
552371,13
578055,13
550818,13
561910,13
557265,13
568393,13
540528,12
545231,12
554513,12
547334,12
581375,12
547414,12
574664,12
572221,12
560554,12
576888,12
576862,12
570503,12
537759,12
549104,12
546634,12
544107,12
539089,12
572243,12
548568,12
549169,12
565417,12
557039,12
542389,12
580688,12
549721,12
549980,12
569127,12
561027,12
574099,12
579675,12
576511,12
554289,12
541832,12
571708,12
580151,12
578358,12
578114,12
548917,12
576567,12
C558444,12
547936,12
545899,12
536600,12
C579886,12
564473,12
539264,12
559707,12
577835,12
561719,12
537881,12
548448,12
566723,12
573421,12
556238,12
562912,12
559371,12
551344,12
562429,12
C578124,12
548618,12
549054,12
556255,12
567295,12
539747,12
570852,12
558610,12
545157,12
567630,12
543024,12
557144,12
573028,12
580733,12
537332,12
C567681,12
548541,12
581416,12
574899,12
572298,12
569887,12
546787,12
564351,12
538902,12
577599,12
553891,12
552871,12
537609,12
564377,12
560839,12
578303,12
551993,12
556039,12
557005,12
544400,12
568505,12
570271,12
572868,12
581415,12
562379,12
552545,12
551172,12
563843,12
561603,12
551148,12
556109,12
567195,12
545074,12
567381,12
568344,12
573171,12
539379,12
560713,12
556571,12
546729,12
544638,12
574279,12
570600,12
554337,12
578333,12
572327,12
544483,12
541857,12
542530,12
575495,12
536367,12
575593,12
562271,12
552946,12
536980,12
549557,12
566402,12
563504,12
570076,12
539630,12
552723,12
577603,12
558885,12
559142,12
560922,12
544421,12
572211,12
556526,12
545180,12
545321,12
545234,12
575738,12
562570,12
573395,12
536382,12
543053,12
558756,12
550250,12
542125,12
576897,12
542835,12
574300,12
543995,12
574870,12
537462,12
576322,12
577036,12
543350,12
536535,12
566484,12
569321,12
543807,12
560026,12
544194,12
581427,12
572674,12
560634,12
553053,12
570824,12
547583,12
565580,12
572657,12
562419,12
565186,12
C570556,12
566620,12
549021,12
581421,12
545524,12
552256,12
537350,12
569079,12
558199,12
573770,12
557894,12
563382,12
553045,12
577732,12
557317,12
564853,12
537538,12
568797,12
557270,12
554822,12
569579,12
579514,12
548557,12
575501,12
556819,12
566395,12
547691,12
570699,12
539082,12
580147,12
556471,12
544457,12
560697,12
557753,12
C569114,12
565614,12
576692,12
559711,12
545058,12
541649,12
556683,12
575693,12
565144,12
576893,12
570494,12
554142,12
581335,12
543759,12
550764,12
548550,12
552959,12
559300,12
579676,12
547365,12
580401,12
C578363,12
561226,12
541703,12
547553,12
548338,12
566422,12
549740,12
555640,12
553655,12
C548469,12
581567,12
567202,12
548498,12
558758,12
538935,12
541435,12
558390,12
543554,12
573008,12
565756,12
549303,12
543658,12
542371,12
557141,12
570700,12
549589,12
571851,12
538068,12
542384,12
557284,12
573587,12
569738,12
536808,12
C548748,12
554637,12
566722,12
540180,12
575145,12
538157,12
579899,12
570430,12
577059,12
577694,12
572718,12
579531,12
559112,12
539465,12
563822,12
C570122,12
577026,12
553420,12
537605,12
550828,12
571683,12
542151,12
551278,12
581438,12
546786,12
538126,12
554998,12
538854,12
558114,12
539636,12
571557,12
548747,12
558479,12
537627,12
546782,12
581168,12
556913,12
546908,12
559329,12
558103,12
537366,12
570864,12
571300,12
567193,12
536739,12
557881,12
539087,12
563732,12
581099,12
570670,12
542894,12
572930,12
536602,12
575744,12
580111,12
558455,12
555525,12
581327,12
549750,12
564637,12
571044,12
549552,12
554380,12
565993,12
542083,12
568999,12
543276,12
562284,12
539106,12
567370,12
573747,12
557751,12
542931,12
544702,12
562025,12
565488,12
549917,12
553130,12
555494,12
538942,12
580973,12
558608,12
554162,12
578085,12
575736,12
575891,12
546163,12
562120,12
543824,12
566204,12
547090,12
541113,12
565684,12
570496,12
552973,12
C563600,12
570879,12
548726,12
C571707,12
550946,12
559899,12
563268,12
577406,12
547064,12
574055,12
571125,12
568873,12
543739,12
579404,12
579747,12
575624,12
544886,12
542233,12
579416,12
542905,12
545845,12
546038,12
547565,12
580955,12
547018,12
570405,12
544819,12
571238,12
568993,12
549056,12
561334,12
579549,12
542723,12
578480,12
570101,12
543015,12
579990,12
579176,12
544209,12
561899,12
567423,12
565839,12
538908,12
578787,12
550335,12
537058,12
578365,12
570243,12
579669,12
552053,12
554826,12
581095,12
544556,12
577851,12
561008,12
549923,12
537026,12
558900,12
564161,12
553923,12
574466,12
580369,12
550440,12
557006,12
563013,12
564507,12
545018,12
536523,12
550675,12
569012,12
562581,12
570634,12
578056,12
558101,12
541408,12
545156,12
539086,12
550155,12
558458,12
572232,12
557627,12
566833,12
549633,12
536747,12
550136,12
562575,12
565598,12
536763,12
540690,12
562524,12
570724,12
570666,12
567460,12
581379,12
577332,12
548709,12
556139,12
571200,12
572671,12
548311,12
578364,12
538860,12
549716,12
558916,12
550362,12
573365,12
549018,12
543982,12
547842,12
577523,12
542911,12
545000,12
580051,12
581285,12
557864,12
581233,12
577572,12
551428,12
576916,12
561116,12
578102,12
556208,12
543252,12
538710,12
577880,12
536615,12
555920,12
555353,12
558772,12
563172,12
569471,12
571434,12
569082,12
545693,12
576516,12
541484,12
581251,11
548189,11
558710,11
566225,11
568390,11
C581229,11
569106,11
548406,11
558896,11
568663,11
577514,11
556577,11
543256,11
561075,11
557235,11
545155,11
547074,11
578348,11
543189,11
574940,11
546009,11
564736,11
574867,11
555798,11
555852,11
572926,11
562105,11
543487,11
C572226,11
553857,11
546156,11
564182,11
555352,11
544835,11
545558,11
549324,11
549260,11
575485,11
536537,11
559341,11
542005,11
577488,11
538186,11
547096,11
543288,11
C554100,11
560284,11
569962,11
563212,11
547713,11
553653,11
544675,11
540025,11
551438,11
550971,11
567205,11
579096,11
568673,11
C541710,11
538857,11
571464,11
545028,11
568494,11
545586,11
573022,11
577175,11
540411,11
577062,11
545855,11
543919,11
550492,11
543278,11
560731,11
571246,11
554101,11
580301,11
540456,11
577796,11
566708,11
568685,11
570191,11
541980,11
547521,11
543131,11
545064,11
561925,11
561466,11
554492,11
542782,11
574713,11
538679,11
539042,11
574756,11
541208,11
544932,11
543129,11
561520,11
574086,11
561701,11
541010,11
563255,11
580021,11
538901,11
554643,11
563150,11
567909,11
565677,11
573583,11
545435,11
573695,11
576770,11
574533,11
557804,11
561670,11
553908,11
570020,11
573108,11
578853,11
551985,11
544103,11
555592,11
577721,11
559699,11
568458,11
577735,11
557302,11
572766,11
552044,11
573292,11
580777,11
541700,11
563345,11
567621,11
567617,11
551823,11
570473,11
572193,11
544941,11
551887,11
577755,11
564953,11
566172,11
550999,11
553352,11
547846,11
544069,11
543008,11
559512,11
547048,11
554329,11
554306,11
544658,11
572054,11
568324,11
572960,11
559024,11
578005,11
537693,11
551623,11
545224,11
566452,11
553712,11
572560,11
561801,11
547065,11
543527,11
536793,11
580716,11
579352,11
562584,11
576376,11
576630,11
539403,11
553848,11
573762,11
574252,11
563518,11
544302,11
556788,11
538593,11
544921,11
553870,11
574341,11
539101,11
567329,11
562021,11
551889,11
553660,11
543646,11
559710,11
554698,11
573175,11
579693,11
543539,11
537244,11
562133,11
540951,11
572134,11
C570203,11
577860,11
574071,11
566862,11
554918,11
567176,11
537799,11
538815,11
568194,11
555738,11
566226,11
575371,11
545425,11
559135,11
547053,11
572277,11
575695,11
549239,11
538280,11
580158,11
542631,11
578078,11
551844,11
564848,11
575979,11
576734,11
564471,11
552217,11
572521,11
568921,11
568222,11
539160,11
563503,11
546738,11
564358,11
579194,11
537404,11
552641,11
552293,11
539411,11
564439,11
568132,11
C567708,11
536885,11
564842,11
576063,11
556970,11
562044,11
578174,11
536842,11
538007,11
562211,11
572075,11
573036,11
538172,11
542131,11
561531,11
577537,11
553225,11
539084,11
551273,11
562914,11
537403,11
550264,11
558263,11
558430,11
557055,11
548673,11
562452,11
559537,11
543983,11
542065,11
553873,11
577827,11
552551,11
543359,11
568586,11
568206,11
543746,11
575703,11
556116,11
569859,11
544090,11
541664,11
564095,11
549102,11
571691,11
560229,11
539313,11
537256,11
541273,11
536617,11
550974,11
557314,11
573363,11
577104,11
564430,11
C554330,11
575069,11
571694,11
550487,11
538858,11
557772,11
576083,11
559745,11
549998,11
549182,11
572678,11
569409,11
569633,11
563162,11
569918,11
571673,11
544648,11
559477,11
580852,11
539482,11
578819,11
545662,11
573911,11
581187,11
539391,11
539730,11
546556,11
562453,11
542240,11
552537,11
538094,11
560820,11
559015,11
536588,11
556130,11
570337,11
557785,11
559504,11
547876,11
553392,11
563896,11
550960,11
561356,11
574143,11
546873,11
565406,11
554809,11
541963,11
561618,11
559025,11
543536,11
576768,11
536840,11
550131,11
C565962,11
545318,11
567886,11
549993,11
563029,11
552247,11
542106,11
572337,11
554036,11
543332,11
569871,11
576085,11
580524,11
576847,11
537037,11
578143,11
573916,11
555536,11
573512,11
575483,11
561119,11
546759,11
566245,11
553042,11
558686,11
578509,11
C552805,11
571107,11
558038,11
540866,11
556194,11
C545677,11
536595,11
553638,11
C567691,11
547071,11
544798,11
576792,11
567868,11
562049,11
540407,11
557893,11
553752,11
578004,11
552328,11
552575,11
579634,11
538057,11
575688,11
C577547,11
538809,11
543630,11
555280,11
552249,11
555251,11
578665,11
539315,11
545213,11
552059,11
563180,11
553470,11
545575,11
539581,11
581455,11
564058,11
549978,11
580693,11
536640,11
560042,11
545815,11
549885,11
546524,11
549242,11
565924,11
553219,11
559888,11
569338,11
562053,11
544602,11
542349,11
559799,11
565083,11
579097,11
543122,11
561878,11
564323,11
574315,11
581457,11
537831,11
557620,11
571474,11
570289,11
541283,11
545164,11
569396,11
544405,11
550284,11
553930,11
555519,11
546432,11
571055,11
552266,11
569999,11
553922,11
537858,11
553205,11
551437,11
547221,11
555820,11
569890,11
542152,11
573179,11
563696,11
578306,11
580878,11
572769,11
577697,11
553012,11
576074,11
546019,11
538872,11
542148,11
540835,11
556497,11
570761,11
546104,11
562908,11
559985,11
536985,11
537995,11
C574955,11
557743,11
554042,11
544055,11
537205,11
577824,11
549117,11
551013,11
561058,11
553036,11
547818,11
557125,11
579506,11
554555,11
565208,11
570189,11
565802,11
565333,11
543095,11
542708,11
570254,11
572612,11
C580263,11
580028,11
C542910,11
575611,11
537459,11
577178,11
536394,11
547564,11
575673,11
579184,11
578461,11
559687,11
555111,11
572315,11
554916,11
562468,11
579358,11
567481,11
539422,11
576781,11
577396,11
567166,11
548324,11
552168,11
541251,11
540947,11
571558,11
567616,11
541990,11
577646,11
C577832,11
547674,11
566537,11
551988,11
541841,11
542425,11
539990,11
581180,11
559092,11
570421,11
557407,11
547200,11
C565681,11
559861,11
560357,11
559906,11
542382,11
540900,11
580322,11
567379,11
568529,11
541675,11
547036,11
574910,11
559931,11
560185,11
540016,11
543351,11
572130,11
570799,11
574933,11
539299,11
560834,11
570257,11
541224,11
C542537,11
569932,11
575300,11
554085,11
C559486,11
538661,11
580286,11
543831,10
578825,10
569572,10
577853,10
573069,10
547416,10
543657,10
575639,10
566596,10
578261,10
571849,10
548455,10
581016,10
563199,10
542715,10
546533,10
549959,10
565631,10
540479,10
578322,10
573746,10
536744,10
579011,10
541568,10
554543,10
543030,10
542590,10
559656,10
545342,10
548700,10
571277,10
565673,10
538032,10
545214,10
563830,10
543170,10
C569410,10
542214,10
563030,10
542254,10
551556,10
569003,10
556264,10
539351,10
538800,10
554969,10
572126,10
557032,10
537359,10
579328,10
548493,10
564226,10
562467,10
557126,10
547922,10
552004,10
550765,10
565462,10
567907,10
549119,10
C579878,10
557797,10
578015,10
560268,10
550831,10
574346,10
536745,10
544083,10
554561,10
538180,10
565750,10
549246,10
574705,10
557634,10
537258,10
564532,10
575510,10
543664,10
570216,10
537158,10
577790,10
570183,10
557795,10
575591,10
573136,10
581214,10
564555,10
580143,10
561706,10
566038,10
580120,10
570026,10
568915,10
562599,10
561241,10
560080,10
557495,10
553408,10
555247,10
565155,10
566169,10
580537,10
555944,10
553188,10
573337,10
561817,10
542902,10
547517,10
546127,10
549360,10
557792,10
549691,10
569845,10
542149,10
574011,10
563371,10
547492,10
579271,10
564957,10
564710,10
543373,10
C542366,10
551560,10
571412,10
543009,10
540022,10
555932,10
550528,10
562973,10
555720,10
570090,10
578679,10
558083,10
580490,10
561995,10
545712,10
567970,10
555742,10
538665,10
563561,10
538073,10
561243,10
575185,10
551247,10
549259,10
562718,10
571655,10
543106,10
541121,10
547695,10
567508,10
553720,10
579462,10
576557,10
562416,10
541434,10
544091,10
580988,10
569566,10
555493,10
580046,10
541480,10
564367,10
568786,10
547067,10
544919,10
568688,10
543005,10
580117,10
543398,10
552464,10
540498,10
581096,10
578081,10
545046,10
559889,10
567154,10
536860,10
556234,10
552018,10
545017,10
563622,10
543393,10
578530,10
552952,10
554367,10
541874,10
577407,10
567966,10
561385,10
560363,10
543098,10
546386,10
560710,10
556129,10
541013,10
577825,10
553830,10
555359,10
553195,10
551347,10
549990,10
538591,10
C580966,10
557755,10
563179,10
579489,10
558699,10
C543755,10
573908,10
558483,10
557631,10
562451,10
548363,10
553214,10
571007,10
558124,10
545065,10
576598,10
568205,10
C577388,10
580622,10
578793,10
573588,10
C575082,10
548293,10
548654,10
541800,10
559001,10
571546,10
544109,10
557961,10
545233,10
555745,10
576874,10
542691,10
577344,10
570240,10
566968,10
546135,10
575077,10
576186,10
579464,10
573906,10
553577,10
577085,10
575305,10
554570,10
567173,10
540662,10
579840,10
559199,10
568471,10
558765,10
579674,10
560088,10
558773,10
549292,10
570906,10
538795,10
578842,10
577218,10
549311,10
557951,10
580372,10
C568830,10
555654,10
562701,10
573288,10
557033,10
538182,10
566425,10
577822,10
570661,10
543735,10
544101,10
572091,10
579095,10
557223,10
567910,10
562963,10
563895,10
576901,10
577744,10
573185,10
551055,10
577478,10
556432,10
571555,10
557291,10
567336,10
574098,10
545669,10
536621,10
574868,10
548996,10
572672,10
556541,10
567159,10
568229,10
580552,10
561691,10
568533,10
551387,10
577295,10
569144,10
574947,10
567614,10
573545,10
539074,10
545871,10
568317,10
547046,10
550832,10
553684,10
557614,10
581477,10
576094,10
576196,10
553578,10
569664,10
565763,10
561905,10
567523,10
578331,10
581169,10
536861,10
563552,10
547986,10
558056,10
580386,10
536920,10
543007,10
568518,10
572107,10
551991,10
549255,10
572125,10
539295,10
568331,10
556254,10
554927,10
550830,10
564897,10
547086,10
576676,10
551395,10
555535,10
555627,10
560190,10
549440,10
552972,10
539334,10
547378,10
561890,10
578054,10
580091,10
C553906,10
563443,10
544073,10
573141,10
577165,10
554123,10
577950,10
543464,10
563951,10
553829,10
563176,10
574964,10
565805,10
574952,10
547535,10
569333,10
562722,10
552062,10
569631,10
537806,10
548552,10
559420,10
556908,10
575090,10
566254,10
577035,10
554109,10
561393,10
555575,10
570790,10
560925,10
557633,10
543126,10
573331,10
578627,10
539764,10
542208,10
539079,10
550120,10
557225,10
553916,10
538187,10
543045,10
558418,10
560906,10
550965,10
537670,10
576875,10
572093,10
573386,10
C567627,10
552865,10
537758,10
576327,10
552179,10
540126,10
541659,10
538417,10
549957,10
556186,10
539639,10
562790,10
574916,10
580608,10
555119,10
552531,10
571638,10
567756,10
565747,10
539753,10
561387,10
558623,10
540768,10
538190,10
552859,10
C559461,10
561671,10
575745,10
537236,10
560562,10
554315,10
539297,10
547926,10
567139,10
556419,10
544592,10
561803,10
551197,10
547714,10
C580919,10
578299,10
569402,10
538944,10
545343,10
537892,10
562125,10
564542,10
537800,10
559336,10
552540,10
547099,10
569836,10
563659,10
558419,10
556632,10
580125,10
555832,10
550192,10
545898,10
568515,10
556827,10
539487,10
551124,10
560916,10
566175,10
537397,10
568876,10
563215,10
551262,10
539419,10
C540837,10
554975,10
579671,10
561635,10
546254,10
564313,10
572454,10
540060,10
570696,10
577818,10
570726,10
557273,10
565245,10
556533,10
541837,10
574442,10
536392,10
579848,10
564961,10
564365,10
559819,10
579003,10
544390,10
574348,10
579548,10
539493,10
578133,10
557964,10
562603,10
549715,10
544822,10
560362,10
566063,10
562788,10
556804,10
569204,10
545313,10
559016,10
567942,10
562721,10
581183,10
579901,10
540459,10
568713,10
556722,10
547051,10
537612,10
545668,10
547861,10
575874,10
577181,10
563936,10
581454,10
579150,10
537886,10
560050,10
551271,10
574885,10
540396,10
540702,10
571121,10
542659,10
573158,10
572241,10
581224,10
575659,10
577321,10
551872,10
537887,10
545015,10
576984,10
547246,10
551392,10
555581,10
542130,10
547222,10
550255,9
554091,9
548371,9
560642,9
577985,9
541087,9
540513,9
580208,9
558526,9
558996,9
539292,9
537866,9
556936,9
539454,9
546789,9
567768,9
541218,9
543392,9
550162,9
553918,9
547894,9
574293,9
577801,9
540732,9
C559253,9
569690,9
560911,9
575586,9
543801,9
537839,9
560235,9
548553,9
539415,9
545918,9
536563,9
561688,9
569006,9
541692,9
576058,9
562776,9
564712,9
C562582,9
555077,9
540475,9
571314,9
556719,9
557116,9
543797,9
573749,9
580634,9
562368,9
548170,9
579287,9
555843,9
554421,9
539078,9
573324,9
561047,9
542372,9
550184,9
C562709,9
575299,9
567346,9
575335,9
577148,9
536529,9
564737,9
547562,9
558552,9
538994,9
574039,9
564038,9
C572343,9
538875,9
578690,9
554816,9
558248,9
544825,9
545076,9
537257,9
550776,9
550004,9
576928,9
537743,9
580916,9
540701,9
573125,9
576832,9
553471,9
569030,9
C543469,9
563892,9
547366,9
543249,9
550670,9
565731,9
546031,9
537669,9
567971,9
579551,9
553846,9
564019,9
540001,9
574832,9
577719,9
573355,9
567426,9
556596,9
549467,9
540548,9
546382,9
553055,9
541981,9
C572481,9
560231,9
580108,9
551345,9
566257,9
541252,9
540167,9
555198,9
C549786,9
573133,9
564744,9
537659,9
548449,9
550190,9
557488,9
573425,9
570117,9
568313,9
556811,9
554077,9
C564955,9
552968,9
565901,9
543914,9
576904,9
569386,9
578066,9
579193,9
578830,9
552732,9
558924,9
547577,9
548323,9
550282,9
565667,9
571903,9
552181,9
574102,9
562093,9
577105,9
552182,9
555634,9
541835,9
575971,9
576758,9
576317,9
574523,9
578038,9
581108,9
570632,9
575732,9
552242,9
553193,9
542996,9
567517,9
543596,9
547816,9
559895,9
536847,9
564668,9
559784,9
545222,9
546293,9
568492,9
569717,9
C574584,9
561202,9
577833,9
577499,9
563507,9
578855,9
570866,9
546037,9
574303,9
559466,9
581448,9
558922,9
554798,9
544650,9
564373,9
558233,9
555849,9
542720,9
574528,9
580915,9
562421,9
552274,9
571428,9
537601,9
556539,9
567707,9
568538,9
563431,9
538512,9
564666,9
538409,9
559925,9
537678,9
542995,9
570717,9
539242,9
548969,9
579768,9
575750,9
566236,9
557257,9
550481,9
538631,9
544917,9
558040,9
541004,9
C564903,9
544912,9
576373,9
568594,9
538910,9
549705,9
564540,9
558031,9
572094,9
C564940,9
572124,9
546036,9
567512,9
571734,9
549581,9
546642,9
571565,9
545706,9
563694,9
575168,9
C574493,9
549830,9
572305,9
538778,9
537415,9
569917,9
542388,9
548911,9
547078,9
543011,9
546399,9
558125,9
564544,9
574754,9
553909,9
540345,9
576900,9
572874,9
547226,9
560277,9
580598,9
546957,9
570823,9
565452,9
550287,9
576642,9
563181,9
564557,9
564327,9
581480,9
537233,9
557499,9
552770,9
557023,9
540521,9
557602,9
554980,9
554027,9
573930,9
580684,9
568530,9
556298,9
551967,9
550173,9
548458,9
556468,9
546668,9
579190,9
576198,9
545311,9
577408,9
565321,9
C572120,9
549628,9
574943,9
578318,9
557972,9
548202,9
556253,9
539298,9
570332,9
566746,9
568099,9
553740,9
537223,9
556044,9
568171,9
580670,9
C547889,9
545601,9
570449,9
574042,9
540358,9
579027,9
579182,9
576090,9
553021,9
570675,9
549967,9
580978,9
554990,9
567514,9
580375,9
543280,9
556822,9
541011,9
543199,9
566260,9
578948,9
539483,9
566054,9
556239,9
539946,9
569214,9
579279,9
544838,9
544922,9
550655,9
551292,9
580559,9
579509,9
580889,9
564053,9
557948,9
556878,9
562490,9
560417,9
562771,9
536526,9
555017,9
552211,9
554121,9
557612,9
578297,9
563847,9
552312,9
558718,9
550128,9
557739,9
570697,9
575915,9
536676,9
543452,9
572453,9
578129,9
559165,9
545161,9
547491,9
580460,9
556024,9
574289,9
544892,9
566485,9
576907,9
570984,9
542123,9
551992,9
553001,9
574050,9
551159,9
537134,9
546190,9
553902,9
554954,9
577477,9
571628,9
537523,9
558562,9
541962,9
568588,9
543987,9
548546,9
558121,9
564158,9
544799,9
538850,9
572324,9
555548,9
559060,9
545883,9
568916,9
555016,9
578433,9
562112,9
545470,9
555940,9
547828,9
556059,9
563548,9
581429,9
542930,9
560549,9
561360,9
539004,9
561468,9
539452,9
554597,9
577552,9
552830,9
537755,9
558872,9
566207,9
537771,9
540794,9
550291,9
557735,9
558671,9
543852,9
554086,9
569519,9
580061,9
545597,9
561892,9
542990,9
554656,9
579453,9
574881,9
553200,9
576202,9
543529,9
C540243,9
550701,9
553887,9
575951,9
563776,9
C559030,9
573174,9
545638,9
577814,9
556726,9
550673,9
540906,9
559129,9
572666,9
575140,9
537312,9
559982,9
537843,9
546762,9
545827,9
548314,9
572230,9
C551018,9
568086,9
581170,9
560295,9
536559,9
555159,9
549914,9
567922,9
556783,9
552646,9
555526,9
542511,9
577528,9
552860,9
581236,9
574961,9
538080,9
564721,9
558480,9
566188,9
556443,9
579403,9
557769,9
567425,9
546659,9
563381,9
547825,9
536423,9
551896,9
555511,9
541801,9
C537805,9
540998,9
575691,9
544408,9
577143,9
560048,9
575476,9
538107,9
546553,9
558478,9
542596,9
536983,9
573945,9
563849,9
562516,9
566818,9
567376,9
C576968,9
567162,9
543457,9
575515,9
552276,9
559306,9
578021,9
556814,9
C579192,9
574169,9
549852,9
581424,9
567157,9
573119,9
563743,9
564653,9
570184,9
C565615,9
552779,9
547911,9
560881,9
576148,9
548608,9
578339,9
566047,9
543023,9
558964,9
553765,9
563103,9
579039,9
578933,9
574895,9
542026,9
540862,9
542213,9
560279,9
537298,9
570821,9
539267,9
544804,9
551822,9
574319,9
550336,9
572132,9
555538,9
562466,9
552649,9
578103,9
579159,9
547668,9
C551540,9
561585,9
581398,9
563368,9
558241,9
581442,9
543214,9
550012,9
550629,9
580053,9
560252,9
564017,9
540769,9
575660,9
577793,9
557527,9
576182,9
558865,9
550641,9
540114,9
550535,9
564055,9
569024,9
546381,9
560230,9
548994,9
560992,9
576398,9
542377,9
559911,9
546510,9
556891,9
581120,9
577402,9
576845,9
556447,9
544905,9
568672,9
580506,9
C567704,9
555101,9
570282,9
553571,9
549755,9
563942,9
554081,9
572812,9
560188,9
536604,9
565242,9
537226,9
554859,9
553676,9
C562097,9
546330,9
561120,9
550710,9
552555,9
576180,9
568312,9
552838,9
570698,9
571675,9
575685,9
569021,9
574890,8
566027,8
576595,8
568954,8
560975,8
549736,8
542900,8
544585,8
557304,8
C579926,8
577065,8
545711,8
553932,8
567941,8
553410,8
577720,8
578115,8
544045,8
537757,8
539008,8
580069,8
549965,8
561056,8
559139,8
551728,8
551467,8
577101,8
559708,8
543048,8
551149,8
543833,8
569666,8
574017,8
C574473,8
570267,8
571636,8
547900,8
578105,8
543446,8
573878,8
572924,8
563819,8
543923,8
549920,8
557124,8
564901,8
543618,8
576396,8
573928,8
576349,8
566729,8
538656,8
564380,8
558557,8
561708,8
545578,8
551957,8
561669,8
568783,8
539418,8
C569891,8
560297,8
C551948,8
552033,8
553878,8
574037,8
540478,8
557298,8
571677,8
577492,8
561713,8
540997,8
536832,8
579495,8
547405,8
567698,8
549584,8
543485,8
581130,8
566242,8
573846,8
567141,8
559363,8
573394,8
551818,8
572104,8
544481,8
569977,8
C542346,8
552299,8
551698,8
546433,8
548401,8
572764,8
551730,8
563576,8
569494,8
C545516,8
558126,8
579332,8
550560,8
580057,8
549538,8
555918,8
560108,8
540253,8
543540,8
544898,8
581215,8
577757,8
574535,8
577784,8
552037,8
552017,8
572322,8
569078,8
542989,8
549190,8
580538,8
566237,8
577842,8
549719,8
570222,8
541966,8
575924,8
550186,8
558561,8
568652,8
565325,8
581417,8
570356,8
561004,8
578459,8
549972,8
548491,8
569004,8
558640,8
554073,8
565213,8
C578276,8
572893,8
553491,8
562566,8
542430,8
556492,8
549305,8
C574027,8
579177,8
554845,8
545630,8
578312,8
566867,8
557310,8
566062,8
560781,8
575847,8
555929,8
551662,8
561800,8
570114,8
554640,8
576660,8
540461,8
547573,8
538878,8
554701,8
547639,8
566648,8
C573502,8
547107,8
C580832,8
548186,8
564429,8
539641,8
561909,8
578314,8
581197,8
557857,8
550539,8
574307,8
541916,8
562351,8
542386,8
554646,8
539111,8
577474,8
572519,8
551198,8
561378,8
548197,8
566575,8
557130,8
547034,8
579129,8
552881,8
569661,8
574685,8
546770,8
566173,8
C552552,8
568379,8
545573,8
536802,8
575689,8
580728,8
568409,8
565768,8
558572,8
568216,8
562207,8
552236,8
579148,8
539330,8
543002,8
540416,8
540750,8
543284,8
559980,8
552954,8
542583,8
551384,8
551286,8
571410,8
571260,8
547863,8
549907,8
579285,8
571725,8
548384,8
C540250,8
572233,8
580065,8
536556,8
556285,8
565121,8
563623,8
566934,8
552967,8
567311,8
574066,8
552450,8
566246,8
559905,8
C559136,8
542865,8
551845,8
578059,8
556060,8
545708,8
568565,8
580033,8
553525,8
557230,8
540649,8
560117,8
575933,8
537676,8
565145,8
573900,8
557794,8
551543,8
579865,8
559006,8
550628,8
C540158,8
537086,8
547935,8
555945,8
539561,8
552246,8
554503,8
553164,8
542153,8
546540,8
540269,8
574944,8
552294,8
576239,8
549744,8
575676,8
539457,8
575652,8
560790,8
576088,8
560791,8
566634,8
538203,8
C562221,8
564816,8
575984,8
570859,8
561633,8
571908,8
552011,8
560392,8
556461,8
552463,8
540115,8
C546131,8
538967,8
565466,8
568585,8
555003,8
569921,8
577518,8
558030,8
541873,8
580760,8
561190,8
565328,8
548242,8
576627,8
561453,8
581150,8
